customer_id,est_income,hold_bal,pref_cust_prob,imp_cscore,RiskScore,imp_crediteval,axio_score,demographic_slice_AX03efs,demographic_slice_BWEsk45,demographic_slice_CARDIF2,demographic_slice_DERS3w5,country_reg_E,country_reg_W,ad_exp_N,ad_exp_Y
473362,29386.0168813162,4.0,0.726333449187078,574,651.74617982131,22.9769309588486,0.620671249906656,1,0,0,0,0,1,1,0
211887,51896.9824270005,19.182317595995396,0.504576932522565,649,628.254624197411,26.473411956340197,0.141027524396475,1,0,0,0,1,0,1,0
409765,68104.7310111494,7.0,0.268391187803926,690,709.87979909631,25.472168437813,0.8079424552935099,1,0,0,0,0,1,1,0
916518,61374.825729194694,17.711111232537398,0.28763016682045195,649,897.240316318181,25.4128999115233,0.131443530688904,1,0,0,0,1,0,0,1
209540,7080.13193391807,0.0,0.0495198088981933,672,566.009872382323,26.2073406935879,0.00435992632653076,1,0,0,0,0,1,1,0
335884,77997.2913525913,8.0,0.164728053613858,554,568.4640222195391,24.092922838557502,0.30834282356337395,1,0,0,0,0,1,1,0
208424,18891.6972087625,24.380335700268002,0.751689311083607,699,621.872057042371,27.193399128355697,0.7963081337635308,1,0,0,0,1,0,1,0
712488,42713.5982289958,25.4270501852667,0.25470932112844397,582,686.546112858572,24.7212329423113,0.38835722318455607,1,0,0,0,1,0,1,0
880947,41406.776699061804,23.357684542388,0.638214218748348,619,485.874251058674,24.9922055424762,0.799708700538725,1,0,0,0,1,0,1,0
263908,33727.009155318796,6.0,0.140086621486823,549,694.5207564283439,23.0990070970965,0.36278496662510207,1,0,0,0,0,1,1,0
100941,4402.65836912648,18.368730999885102,0.557193064691353,546,654.036241605995,22.370480823678104,0.0162891707463624,1,0,0,0,1,0,0,1
152834,92365.33176183619,13.0,0.40328380895814503,610,551.17032615324,23.6992252863854,0.0872775606504228,1,0,0,0,0,1,0,1
531840,6361.14940364136,1.0,0.56126944060865,696,668.986954046546,26.7236878924576,0.9780323461560001,1,0,0,0,0,1,1,0
274346,26302.9986109437,14.1559027065854,0.495237161632618,586,737.9465212813819,24.7884324494563,0.9116728088088679,1,0,0,0,1,0,1,0
593624,47951.0445335375,20.2578191690343,0.202809554016053,663,532.578135606121,26.369294193186104,0.421904668635634,1,0,0,0,1,0,0,1
407490,27776.5678207292,13.0728442336179,1.12771288557425,580,714.742291357457,23.765150637378802,0.615714965049589,1,0,0,0,1,0,0,1
311259,47483.827583014296,20.783357973180102,0.0887396701290754,630,638.482550892747,25.346797983404603,0.325809442042521,1,0,0,0,1,0,0,1
595019,46933.8141623902,6.0,0.17785416261728101,672,612.425744209203,25.6241526647546,0.274058680580151,1,0,0,0,0,1,0,1
234104,38942.6040651367,4.0,0.250626206089534,653,659.498708454803,24.826512572782303,0.34114443236685604,1,0,0,0,0,1,1,0
34438,51222.3129865092,15.0,0.14750672307690899,622,661.905223942905,24.4438146501862,0.846744800148582,1,0,0,0,0,1,1,0
656828,50195.784524658,18.3713565798749,0.267515685858385,636,660.97118509939,24.6266217330127,0.9519299373317729,1,0,0,0,1,0,0,1
746261,22088.525497785897,8.0,0.20142259492624898,644,596.120818499786,24.6329712394201,0.0591312621899799,1,0,0,0,0,1,1,0
965989,24608.9703253892,14.140156717186501,0.195320025738522,618,740.9924748161169,25.103562453448202,0.9873212677654691,1,0,0,0,1,0,1,0
626132,75480.4607778271,18.3469026426618,0.12361064162953,560,664.5916929089029,23.475693630968898,0.43649566070145296,1,0,0,0,1,0,1,0
299740,51653.091896541395,0.0,0.5607579396019,541,630.673939706116,24.1939598951766,0.5304531292337971,1,0,0,0,0,1,0,1
387322,1193.2285811197198,14.771075388983,0.161539615660344,509,544.826110481814,21.821473817807497,0.7294428530244259,1,0,0,0,1,0,1,0
851985,10081.5422743598,15.3576477607903,0.155036815394582,628,574.230729043651,26.0225147078932,0.12503109378126598,1,0,0,0,1,0,0,1
326037,27926.016058215897,19.9371603345887,0.165188925642518,697,800.83031522024,25.678457247235198,0.735545410204553,1,0,0,0,1,0,1,0
983487,61061.3195371265,2.0,0.135648362814591,624,672.442930062378,25.678169897847198,0.28931501977373103,1,0,0,0,0,1,0,1
486721,48099.1306389032,1.0,0.228293564883132,559,661.50748627927,23.104845473885604,0.349676161928042,1,0,0,0,0,1,1,0
193072,61483.070199675305,23.8275162127156,0.7624670651177421,673,767.986622226622,25.8643377594421,0.977485617623287,1,0,0,0,1,0,0,1
377667,29694.8358491552,11.0,0.9274087532092249,607,600.901759163977,23.6476830841831,0.8413621957391691,1,0,0,0,0,1,1,0
462764,30194.3088833788,14.738069078060999,0.497097046997185,575,809.193419562671,23.0130236307865,0.10124975263880198,1,0,0,0,1,0,1,0
295888,36941.6731428262,5.0,0.355379963969728,579,883.534645091479,25.061482750964604,0.376753910941371,1,0,0,0,0,1,1,0
855314,13748.8311101529,25.340666541192498,0.56568601357642,590,727.022184893368,25.2150759144407,0.00983995549893875,1,0,0,0,1,0,0,1
622882,123931.61199,14.424457402176198,0.31247648263050604,533,761.149583139506,22.293166771730398,0.0752162280922806,1,0,0,0,1,0,1,0
947926,63460.7253924929,2.0,0.13577740966756302,651,591.629003473703,25.230270460212196,0.47794350216579295,1,0,0,0,0,1,1,0
183961,46296.468472937195,5.0,0.28570085554451696,644,636.054137633429,25.8975361852982,0.0247566522973287,1,0,0,0,0,1,0,1
320882,10749.769882148299,6.0,0.203355188500202,527,865.558859483215,22.3273779364845,0.401600134720251,1,0,0,0,0,1,0,1
705824,17144.8078420585,20.2847939723583,0.391043213805536,645,794.089171588387,25.4157014657792,0.0422385051076831,1,0,0,0,1,0,0,1
139562,39105.0553560817,4.0,0.25118028678106896,553,898.397667465154,23.312760414610896,0.24984778930304102,1,0,0,0,0,1,0,1
798562,15376.1517314756,17.7717149981938,0.296127083291095,577,636.8280487027099,24.458512547031003,0.732195918249249,1,0,0,0,1,0,1,0
119424,5448.26931729437,4.0,0.167644251953961,527,687.568959164907,23.4481110388089,0.41219708478220796,1,0,0,0,0,1,1,0
863295,57228.1630781566,16.0,0.14144370480141902,618,702.9994773445129,23.8783563475641,0.99912346624118,1,0,0,0,0,1,0,1
602678,5553.31043581886,1.0,0.4559323431088329,550,724.2815147946769,24.2008676060779,0.159864313707346,1,0,0,0,0,1,0,1
271590,57822.0058373284,6.0,0.746673053667821,681,578.8498931223539,27.0537696619644,0.7637481074540691,1,0,0,0,0,1,0,1
235152,98860.8506648665,27.4027971947798,0.143110383733824,543,576.923947916909,24.300882808393503,0.875754902200393,1,0,0,0,1,0,0,1
300779,8418.35229036749,12.0,0.873415481368561,583,617.760156061526,24.489262743242396,0.639142632682394,1,0,0,0,0,1,1,0
791914,1644.64169705207,29.3590840654284,0.14135540382460599,538,742.9756976193021,23.1984874468745,0.95942654318123,1,0,0,0,1,0,0,1
36230,47914.1091292539,1.0,0.705711649502953,640,659.908199902446,24.606069654265898,0.85132071727936,1,0,0,0,0,1,1,0
680822,15772.6744875569,24.279531275125798,0.18360984306269898,529,549.75807037373,22.0089884235496,0.636316137042986,1,0,0,0,1,0,0,1
302004,28842.144250421698,15.0,0.283228210692122,699,674.642892392393,27.302522871591503,0.49400438558181003,1,0,0,0,0,1,0,1
807842,9280.941911867141,4.0,0.66138652573815,524,653.039209699849,21.891700578784103,0.0176933860413856,1,0,0,0,0,1,1,0
117162,57436.3778615142,5.0,0.18668888360480398,690,539.175324879234,26.1286340443439,0.0902824967108263,1,0,0,0,0,1,0,1
84457,81836.829521842,7.0,0.43732469484514297,504,819.292078896023,22.3797018332549,0.167303304210704,1,0,0,0,0,1,0,1
92405,124430.054485225,16.0,0.239265851332459,547,748.108615880573,22.8024336566817,0.0524522470230967,1,0,0,0,0,1,1,0
807188,91258.330826507,23.0535477253049,0.864358242460378,581,811.992975038474,23.2819422837499,0.988245170740508,1,0,0,0,1,0,0,1
427536,20614.6283028086,3.0,0.332009599587306,637,671.707742699189,25.869953169578,0.5718359516843361,1,0,0,0,0,1,1,0
951993,59705.246566582005,17.1349434851887,0.19232762414137503,513,816.904072163499,22.2945097812149,0.844905311998688,1,0,0,0,1,0,0,1
922399,12489.2253418179,16.4088806090048,0.412400808360324,668,617.641866738239,26.175527382073003,0.492749772814568,1,0,0,0,1,0,1,0
234762,74251.9680048861,18.208889673987102,0.159767730741799,572,671.851402845767,24.5609615371907,0.7659539469574229,1,0,0,0,1,0,1,0
322977,80559.8124741678,22.4023617914819,0.290817710212385,650,442.266693213991,24.762076997753603,0.149284627959583,1,0,0,0,1,0,0,1
416411,43695.3506492757,19.043285132302803,0.257603278100391,636,613.758686768385,25.0796490698454,0.637197712000218,1,0,0,0,1,0,1,0
215762,21282.5564405118,22.0095501164451,0.15159916239571697,546,715.192785250157,23.1013391559618,0.10093312653458199,1,0,0,0,1,0,1,0
435739,3303.11797594169,2.0,0.179085457187098,690,629.167168532976,27.252031152209398,0.0855322804447329,1,0,0,0,0,1,0,1
176635,68427.2145612008,18.587332073476396,0.14011974109295097,548,653.729320735124,22.4107501883286,0.5990815389151689,1,0,0,0,1,0,0,1
349595,61624.3585673244,15.7961863795294,0.20266842247905298,691,659.515451799482,25.5608430402877,0.35753449115787606,1,0,0,0,1,0,0,1
255878,22974.755389575497,15.329100820150499,0.30178462632629,694,813.4753869850321,25.637792833990396,0.31906346384678497,1,0,0,0,1,0,1,0
716614,50361.578651041105,1.0,0.27119954043774697,684,665.4618489455751,26.0700104767132,0.30639246221937,1,0,0,0,0,1,0,1
773109,65955.5406527682,1.0,0.11822092538548401,564,649.2826100423761,22.8690992094668,0.16055670711830802,1,0,0,0,0,1,1,0
671310,36123.3197780863,8.0,0.49408101855660297,528,670.0761377995291,23.442063866335303,0.0356494870260282,1,0,0,0,0,1,1,0
713885,31209.7915674877,11.0,0.44616048572450706,501,736.430281151438,23.1044938503588,0.278069653762904,1,0,0,0,0,1,1,0
960404,26609.1224988717,25.496820366615502,0.26384074060428603,518,748.384306789142,22.1468822502809,0.238692729539119,1,0,0,0,1,0,1,0
403605,17565.3548787865,4.0,0.8242421653342651,692,590.066495449572,26.209672483102,0.0308132158703541,1,0,0,0,0,1,0,1
906684,53653.2763458204,5.0,0.23581628998143103,554,627.309206143377,24.5359072094514,0.179937107089344,1,0,0,0,0,1,0,1
506756,55197.277144000596,17.0,0.118344656444048,611,710.941003039084,24.008347722638604,0.902963571608437,1,0,0,0,0,1,1,0
726112,57725.8205733392,4.0,0.0253088613703426,690,677.7295113734381,27.256755233583497,0.5992142851905861,1,0,0,0,0,1,0,1
703660,18705.1126711048,3.0,0.186895710905935,522,767.044542766366,22.654884658200196,0.0202728793439807,1,0,0,0,0,1,0,1
783626,19891.9193022219,15.7637101375828,0.286818233031327,541,742.3310628281611,23.341734997530104,0.196289061534637,1,0,0,0,1,0,1,0
571233,42931.5213895489,13.0,0.182110683736072,574,563.36331827856,23.9220927618174,0.221564200260335,1,0,0,0,0,1,1,0
591667,28254.3513994959,3.0,0.589159266234715,616,760.267749607111,23.9648023517488,0.150152788005711,1,0,0,0,0,1,1,0
890253,28978.9984951152,19.1702357765276,0.342846147711519,562,702.120839596463,22.7512862807901,0.0591582369923178,1,0,0,0,1,0,0,1
153504,96001.73451455099,20.3798795200265,0.0919062620474888,603,642.350646671748,24.333640783426,0.21158277750051502,1,0,0,0,1,0,0,1
277955,62730.510725404405,10.0,0.265159276251909,693,618.927274720514,26.7989191826149,0.8810889734489809,1,0,0,0,0,1,1,0
298779,29296.9001647538,17.240867172026,0.158689255705591,683,695.8351010275779,25.6551516517641,0.742369337007723,1,0,0,0,1,0,0,1
495368,80049.2365577917,5.0,0.0856515507511619,667,510.9596795548599,25.6488206928157,0.932983078058116,1,0,0,0,0,1,0,1
850053,2734.9835872781,4.0,0.28425756521891,629,641.233816057886,24.9924849200101,0.127117415339393,1,0,0,0,0,1,0,1
494629,54972.7950747367,11.0968169315558,0.302544356939775,517,763.519911254647,22.1520286390835,0.361946443193646,1,0,0,0,1,0,1,0
763305,102869.07289992699,4.0,0.34690234385470003,543,642.924731742971,23.0117556420022,0.877019903979595,1,0,0,0,0,1,0,1
975085,40959.1230601817,5.0,0.144955088521766,566,556.635877391266,23.0319511574363,0.48588354432283,1,0,0,0,0,1,0,1
369431,21951.9997325302,20.7946848432385,0.26957450147196604,622,524.6300638338861,25.9372621437318,0.47916429358842605,1,0,0,0,1,0,0,1
563174,11593.1574950364,17.529121682511303,0.985926987824734,639,658.817551779774,24.4963463557684,0.7173548452566941,1,0,0,0,1,0,0,1
885185,52982.7013954165,28.058430181793604,0.787469886027421,543,654.328779065911,22.3095677722868,0.194624417396143,1,0,0,0,1,0,0,1
185470,18772.171427743702,9.0,0.206355882785613,633,779.430552091063,26.1293077087192,0.278239439546965,1,0,0,0,0,1,0,1
905661,49285.0465308099,14.7995920736216,0.420276466873668,651,634.410879798948,26.1956414710886,0.261061193515381,1,0,0,0,1,0,0,1
589605,48376.5750945057,11.0,0.0549005713029276,559,704.243760089995,22.644124378362104,0.133632061601516,1,0,0,0,0,1,1,0
912434,37501.5688401889,16.931426414667403,0.280372990257337,523,571.429644529509,23.684131403475,0.27742405300336603,1,0,0,0,1,0,0,1
499546,3672.4064779298296,13.20019869353,0.130559368658041,545,656.827029083624,22.4355329801328,0.7308739149261941,1,0,0,0,1,0,1,0
880715,54917.1346282951,10.0,0.33003828007771696,561,621.607070513384,24.4180309328861,0.45346332267936995,1,0,0,0,0,1,1,0
884827,35355.4435758468,25.0653390871347,0.6301597000467479,511,642.647903095257,22.3471033535354,0.4997081481627879,1,0,0,0,1,0,0,1
221002,78255.3507557204,2.0,0.461858067449301,651,706.297800448974,24.536863556461395,0.17151368591779,1,0,0,0,0,1,1,0
96943,3251.6438986311605,25.683933857385696,0.779635030096013,574,551.066206391296,22.9584935692428,0.0307545637776084,1,0,0,0,1,0,1,0
75488,63778.97919218481,19.7520518178451,0.748930580590359,539,501.739201372152,22.2501749331681,0.611730828846167,1,0,0,0,1,0,0,1
981956,4667.48497784253,18.7958207256296,0.0736737309143169,597,617.26637503035,24.7197226065658,0.149074120456896,1,0,0,0,1,0,0,1
654682,72170.877463317,25.7433801285093,0.22090611484898898,614,603.675603173873,23.7978662540099,0.532518573913467,1,0,0,0,1,0,1,0
879703,30790.424777721,7.0,0.236100647095443,627,640.2943525165821,25.067369833481496,0.169036030630322,1,0,0,0,0,1,0,1
555230,30395.996641140897,8.17926694234726,0.12498938449519699,682,500.261142936098,25.1182098191875,0.145593966449631,1,0,0,0,1,0,1,0
769187,21212.905233245,22.0941748173643,0.2890182694168,531,379.24547508625295,23.6252563646226,0.134900210432786,1,0,0,0,1,0,1,0
565911,23349.3755921194,0.0,1.05743697904785,661,685.349124669559,26.417723658103,0.21034985897802,1,0,0,0,0,1,1,0
145489,77624.8129969437,6.0,0.914186706558263,665,564.257509152902,25.860857073702103,0.14300765474867,1,0,0,0,0,1,0,1
334270,63728.2392909462,20.689113060182102,0.12633211207737402,569,670.896340376489,24.4045525710914,0.832957981514027,1,0,0,0,1,0,0,1
400056,13293.915254053602,29.1698183145205,0.398302712992014,544,664.042599592765,23.069236136505697,0.0193742469076704,1,0,0,0,1,0,0,1
953308,82409.1526361311,0.0,0.16169901534958497,612,693.445694680546,24.53344060622,0.29174091056474394,1,0,0,0,0,1,1,0
27276,46061.7039628962,24.177321348294303,0.368808851650488,691,673.3680547097271,27.061459555578498,0.22541838998292002,1,0,0,0,1,0,1,0
951247,64701.9108317962,17.9053502548367,0.070852061477697,524,630.683635237826,23.825451514205398,0.5421090834799679,1,0,0,0,1,0,0,1
964413,26401.1580273168,11.0,0.15479612714174,582,838.8397128211631,24.852725466043,0.748975860406986,1,0,0,0,0,1,0,1
868086,12880.4997665545,29.1970747021666,0.12581686449757098,514,765.58629038312,22.3077911776735,0.430760394744998,1,0,0,0,1,0,1,0
741230,89871.8452038178,17.3825592245971,0.357291651795653,663,703.368940780814,24.759597023371,0.22615596496258603,1,0,0,0,1,0,1,0
563094,90618.132468183,20.500857739334602,0.125110301750981,615,588.071034181418,24.9466081033536,0.033093139057758,1,0,0,0,1,0,1,0
72673,19717.3079966506,27.0862649769666,0.28351174180652694,647,570.315212048984,26.164886300817,0.18432147905184199,1,0,0,0,1,0,0,1
313374,10098.0945419234,1.0,0.295119390743542,595,687.145860977092,24.9289537214434,0.0729963513383057,1,0,0,0,0,1,1,0
469575,39234.9055721206,30.788524653310198,0.0662606870912769,505,888.126762470689,23.342009095873298,0.0624057660483362,1,0,0,0,1,0,1,0
685127,37221.867768979,13.0,0.134629391991089,680,703.5581498590229,25.0844488947565,0.400873188572657,1,0,0,0,0,1,0,1
975553,49103.4925978128,16.350326051995097,0.0583500936710061,534,653.831063301631,22.1102088599127,0.7364818041054609,1,0,0,0,1,0,1,0
565643,45544.711621499904,3.0,0.244341269459432,557,647.202543067314,22.8702183175995,0.10694100521737801,1,0,0,0,0,1,0,1
557683,27283.368388870298,17.181196714954698,0.11958183128664099,537,745.5663561815139,22.8638649343183,0.40944819959675394,1,0,0,0,1,0,1,0
228010,4543.61144116971,14.324065917087099,0.34104118869145,665,659.33553862302,25.046522397164804,0.199855685259713,1,0,0,0,1,0,1,0
209175,20832.6237937309,10.0,0.626751356505548,624,735.245339087746,25.794190418224,0.13471037950233,1,0,0,0,0,1,1,0
746911,22820.2050494885,3.0,0.18830446509069398,599,645.521364115708,23.8988767019942,0.36339716974293607,1,0,0,0,0,1,0,1
752651,17824.315663396002,3.0,0.19650099515820998,690,590.331714459571,26.1391730971515,0.19683027495629798,1,0,0,0,0,1,0,1
356586,41927.1591240652,5.0,0.156437659797979,553,704.68335185482,22.515949041191398,0.54175780533363,1,0,0,0,0,1,1,0
20281,79035.4379455672,11.0,0.130415968167608,510,691.865327682208,22.570549731536698,0.786454595295429,1,0,0,0,0,1,1,0
674761,25725.2226320954,1.0,0.8187248179363459,558,796.574696028219,23.339981923926395,0.41820265222883,1,0,0,0,0,1,1,0
406138,43104.0039122573,16.5032857484273,0.377973671830455,625,637.4799698853781,25.3640775714041,0.323371947768214,1,0,0,0,1,0,1,0
369059,4026.6800281739897,30.8193120578083,0.38403790595723497,556,536.356521970578,23.7840005171904,0.21615606251182198,1,0,0,0,1,0,0,1
473523,71115.9486756493,13.0,0.5634080316551939,525,727.8014288073219,23.869895597977198,0.6948330485494721,1,0,0,0,0,1,0,1
774095,64196.8596061553,22.2454224330451,0.4922934468793929,571,692.13016717603,23.850610360390302,0.0642731281871915,1,0,0,0,1,0,1,0
88726,29185.1882700868,28.2461750393257,0.517348918409096,672,600.11076958899,24.9525118945876,0.0536889287881717,1,0,0,0,1,0,0,1
6258,43085.1816347446,25.2116750062767,0.17614866212307603,520,634.228402365477,23.500802429228102,0.12358201202513801,1,0,0,0,1,0,1,0
511985,4301.602223405251,15.0,0.13683518212877802,626,723.140907093736,25.6687801440839,0.0703130133944391,1,0,0,0,0,1,0,1
378688,27275.4337465727,23.578910510271697,0.204402729763631,652,644.451902717247,25.070903875679303,0.297295200065808,1,0,0,0,1,0,1,0
44533,22137.2212639971,5.0,0.300821151643235,655,488.646763334605,25.368146514052402,0.49841088941107103,1,0,0,0,0,1,0,1
536011,33182.4590947718,7.0,0.15262072701244,528,727.028180139577,23.9041235295369,0.0126216094154774,1,0,0,0,0,1,1,0
743832,31824.5582424721,14.0,0.0454588104333091,689,709.079412006719,25.397400670678202,0.0373998179623241,1,0,0,0,0,1,0,1
720152,22102.1840954027,23.8649039089652,0.38565637478280607,509,631.812900257114,23.436830398014898,0.710854402796338,1,0,0,0,1,0,1,0
374511,58529.300964768496,17.602937692410897,0.2844249006631239,664,556.2016298057559,24.976102181278,0.106403093027767,1,0,0,0,1,0,0,1
250059,50890.2509784696,18.7819855232145,0.561691935944338,516,587.686713699496,22.909602298168203,0.5458419730983111,1,0,0,0,1,0,1,0
258248,29354.1983152548,23.391359292829105,0.239792290106943,663,642.943674837333,25.4561969804531,0.907142395112683,1,0,0,0,1,0,1,0
639481,39240.7639154298,1.0,0.14911012339663002,687,833.582682558497,27.204443528445,0.42679750208781897,1,0,0,0,0,1,1,0
324737,53108.0079005377,20.059256213246698,0.367451423433813,501,614.4107895571141,22.323333969520196,0.261008715074939,1,0,0,0,1,0,1,0
121586,1705.3733793458402,24.736384001273198,0.579444312052905,628,587.871993329151,25.231374726318304,0.7963322733809229,1,0,0,0,1,0,0,1
97725,98896.7731554905,17.3929092137854,0.7577433824952421,534,565.511678101739,23.3336845130967,0.35381830465922104,1,0,0,0,1,0,0,1
852914,26772.253498675298,20.6402315692686,0.379243130211507,626,626.469607848088,26.0085494397967,0.313560035018904,1,0,0,0,1,0,1,0
204465,3533.5164772674398,4.0,0.656106483798427,606,527.813697819467,25.566910243711902,0.712058317433228,1,0,0,0,0,1,1,0
942006,61010.1010187974,8.0,0.07439756887573701,648,775.5523536836231,26.2066983931423,0.39473782859387896,1,0,0,0,0,1,0,1
369136,3527.4785624445203,27.788876973703104,0.4728850926818421,560,596.656788011592,22.877809241089896,0.510091707003647,1,0,0,0,1,0,1,0
95396,2553.21872118796,18.545041792592897,0.137254473767793,514,632.776938442569,23.484741726893102,0.661500830584673,1,0,0,0,1,0,1,0
837181,36029.3926256993,19.124188047174197,0.209788854843267,522,566.069288488922,23.138527320378103,0.0323079854831704,1,0,0,0,1,0,1,0
287384,70378.47802279731,8.0,0.9554536279477529,643,762.408046497397,24.666914095461102,0.258692101215866,1,0,0,0,0,1,0,1
627203,46159.9523263584,6.0,0.420358758777174,549,608.9492009205919,22.764072356409603,0.9161210136725609,1,0,0,0,0,1,1,0
836129,20927.3674729098,3.0,0.32691850769366304,554,652.032290831616,22.5497096365707,0.0144298579260369,1,0,0,0,0,1,1,0
521639,2247.87829680102,4.0,0.38255867495208895,525,638.221994194383,23.190767080370897,0.11929920576614199,1,0,0,0,0,1,1,0
698844,38474.4178896279,24.847424093582696,0.0641959514680221,635,634.916835240289,25.8335833249687,0.8646722044618091,1,0,0,0,1,0,1,0
657249,55130.9487356408,21.178172404747,0.30312576566441995,524,698.1818624621741,22.1824128343365,0.09416679548589,1,0,0,0,1,0,1,0
