,customer_id,est_income,hold_bal,pref_cust_prob,imp_cscore,RiskScore,imp_crediteval,axio_score,card_offer,demographic_slice_AX03efs,demographic_slice_BWEsk45,demographic_slice_CARDIF2,demographic_slice_DERS3w5,country_reg_E,country_reg_W,ad_exp_N,ad_exp_Y
44,259692,82.37520344297809,2.0,0.187588959618392,570,558.819622473981,23.3157236584243,0.720363832996907,0,1,0,0,0,0,1,1,0
45,936371,18300.265535303002,23.660235771802803,0.373082095121253,689,765.225286409427,25.8438869727856,0.12154104399615198,0,1,0,0,0,1,0,0,1
46,47021,71675.0772007256,8.0,0.131544083343991,675,751.7088200421961,25.105001255802,0.5732128086992471,0,1,0,0,0,0,1,0,1
47,834551,38174.1062309113,12.0,0.210163453443898,516,654.552888078969,21.726786224492898,0.395305192998927,0,1,0,0,0,0,1,0,1
48,958354,15248.333603402,0.0,0.118342451328165,590,644.950094177684,23.773027234154803,0.917550487922068,0,1,0,0,0,0,1,0,1
49,500999,17736.572011924698,4.0,0.0996982096330163,681,682.023742505315,27.026121175594696,0.0104883668967765,0,1,0,0,0,0,1,1,0
50,203874,20042.595782948,8.0,0.688407140019524,579,729.002457086616,25.051574320195197,0.0011434167678150099,0,1,0,0,0,0,1,0,1
51,915660,50843.0082812374,8.0,0.592893341923909,578,664.371606978586,23.826356329116802,0.22838756618505998,0,1,0,0,0,0,1,1,0
52,815026,54152.627639844904,2.0,0.2033127378735,685,637.56189356835,26.5276029200375,0.404813980855409,0,1,0,0,0,0,1,1,0
53,958298,47121.7177849078,3.0,0.518982205111225,600,539.258417761034,24.345470081304498,0.143599888904153,0,1,0,0,0,0,1,1,0
54,394568,32115.5924795152,10.0,0.18780076011844396,539,526.305386222141,24.207345255272998,0.17709936638912802,0,1,0,0,0,0,1,1,0
55,399206,69048.2143735566,18.769420916024302,0.34963060555384495,598,637.828707533906,24.778193972040402,0.7331884186036959,0,1,0,0,0,1,0,1,0
56,794374,58379.9674361246,20.4588291018467,0.126907639974192,559,730.1349634959109,24.6431088466827,0.0669781646859276,0,1,0,0,0,1,0,0,1
57,376141,16406.3765774385,1.0,0.306025849883633,531,851.780340216303,22.346217951497998,0.6661682025603521,0,1,0,0,0,0,1,1,0
58,198465,50045.9278616094,4.0,0.20383994604371897,682,625.978396851997,27.092484366847,0.9639533188925059,0,1,0,0,0,0,1,0,1
59,407430,75691.7133521262,21.671576871515,0.37548610961408296,695,652.768817210131,25.3652487163281,0.6505792682375661,0,1,0,0,0,1,0,1,0
60,45821,71507.3506220978,21.415189456172897,0.527694071501945,651,749.225919744869,24.8234568271926,0.12201236766373501,1,1,0,0,0,1,0,0,1
61,437780,40306.227731255,16.6849780093121,0.9242297260769291,557,773.2624768661549,24.139146260806605,0.146497240242326,1,1,0,0,0,1,0,0,1
62,976881,59202.5421803061,9.0,0.217474373769916,653,491.06835456445,25.0535453613131,0.0317807742763573,0,1,0,0,0,0,1,1,0
63,464290,24873.3408582133,24.954830939328197,0.276702099164987,566,832.521749582945,24.7908340351914,0.36374055654431703,0,1,0,0,0,1,0,1,0
64,282866,42947.5956939179,1.0,0.564375912532833,692,604.071628135019,25.3352374775379,0.0333465612940905,0,1,0,0,0,0,1,0,1
65,397002,56079.8843653223,0.0,0.417839799163328,606,594.372713003714,24.032538297676396,0.22925497538382,0,1,0,0,0,0,1,0,1
66,832190,22112.2888028852,10.0,0.224489763130975,606,652.7732339102951,23.6192470400213,0.656603799974167,0,1,0,0,0,0,1,0,1
67,42056,40112.273789781,10.0,0.206268776133626,563,670.759546353822,24.2640448930107,0.638258814945397,0,1,0,0,0,0,1,1,0
68,2536,43394.6670536543,13.5050663905437,0.087359424076033,603,650.849427586782,23.602131326764898,0.763138593679272,0,1,0,0,0,1,0,0,1
69,70995,90470.5086616748,21.447608887783,0.453516806458449,663,805.534234106075,24.766015790648698,0.37635640904333,1,1,0,0,0,1,0,1,0
70,801487,102999.104593384,20.465077183804603,0.310928904456849,608,728.897432193328,25.644853579479605,0.83472048785484,0,1,0,0,0,1,0,0,1
71,19164,14841.781562358501,12.0,0.5458874500626281,681,663.264538963663,25.750291965621,0.147870947164706,0,1,0,0,0,0,1,0,1
72,241163,4987.62315880759,28.680498094194498,0.28962791502419705,666,566.096758550647,26.1013344731074,0.0462879861126284,0,1,0,0,0,1,0,0,1
73,551000,18610.0148574263,6.0,0.11548559702596901,502,706.388450641182,21.429814068918,0.24221174494692496,0,1,0,0,0,0,1,1,0
74,49774,89389.3655890744,8.0,0.512308726559543,527,647.2872752756031,22.218834660075398,0.16393527420381498,0,1,0,0,0,0,1,1,0
75,499475,22221.2569774217,21.7643926678776,0.451847108586106,590,648.9290949032701,23.432265292340603,0.884015968116895,0,1,0,0,0,1,0,0,1
76,445471,35908.8848360389,1.0,0.9244906560204521,616,807.6610047417529,23.822028754600396,0.515139690812252,0,1,0,0,0,0,1,0,1
77,615871,34809.9433111536,3.0,0.178049268684154,667,631.437864278423,26.723636952421497,0.28469676233635904,0,1,0,0,0,0,1,0,1
78,218325,50724.1948805216,8.0,0.0662098860866545,636,661.617548543398,24.692213104114998,0.46515542334531107,0,1,0,0,0,0,1,0,1
79,250852,17189.705566733403,9.0,0.812457673012674,521,728.6835887379359,23.8082657362359,0.542200139358609,0,1,0,0,0,0,1,1,0
80,219840,20187.0746429916,1.0,0.198290599540378,511,798.0122795854429,22.159905601809502,0.00546519581085573,0,1,0,0,0,0,1,0,1
81,972789,14079.9035913844,2.0,0.33740152235561105,642,570.874189388342,26.1114779031397,0.799591515945616,0,1,0,0,0,0,1,1,0
82,628033,47389.7581955287,16.0484307797907,0.25869878069033103,535,751.599568875972,22.260446881043702,0.4451754944694679,0,1,0,0,0,1,0,1,0
83,489950,38940.9674180438,5.0,0.37298557595985904,622,673.943691228249,25.7572076675547,0.907178510349935,0,1,0,0,0,0,1,0,1
84,313991,40458.104266784,1.0,0.6858984364971701,631,685.471877489385,25.8165731488272,0.31573222643209603,0,1,0,0,0,0,1,1,0
85,257211,76509.8450989294,22.964273458642,0.6084639234752329,571,724.019647817264,24.622728405223604,0.00869024870703358,1,1,0,0,0,1,0,1,0
86,246609,22687.0475191528,13.0,0.11404729461989199,506,720.717442590405,22.892259957536602,0.5840275962749151,0,1,0,0,0,0,1,1,0
87,317399,26283.5822492867,21.2132168890464,0.529805394799665,514,712.425649850405,22.1007237896031,0.273844566609779,0,1,0,0,0,1,0,1,0
88,274619,35926.723491850804,2.0,0.382332891280828,517,730.370700372153,23.7376026266306,0.22760995281341698,0,1,0,0,0,0,1,1,0
89,176657,82511.4864827542,22.3035148170822,0.380033373476502,694,472.614474680909,27.3295022342379,0.46167184767285496,0,1,0,0,0,1,0,1,0
90,546639,69939.8878208289,6.0,0.18932413887301397,605,690.368065583356,24.7668716591224,0.225401183684028,0,1,0,0,0,0,1,0,1
91,672040,75936.761966707,27.4639253618333,0.468703594058061,582,698.876120207599,23.358768821401302,0.8024084948668492,1,1,0,0,0,1,0,1,0
92,887458,17133.1068156538,2.0,0.20475081269907,560,550.542996920808,22.665104235323,0.38513810621590794,0,1,0,0,0,0,1,1,0
93,673376,36173.9547972738,16.9063210795606,0.16393384709094902,607,716.684964382077,24.5521673552646,0.543753512096038,0,1,0,0,0,1,0,0,1
94,694788,28733.29070422,7.0,0.26888804426790597,663,754.9028303264481,24.7549441416437,0.8430339756987691,0,1,0,0,0,0,1,0,1
95,871503,5903.1152764939,12.0,0.158527258703229,617,596.480044069025,24.0667681252145,0.32343311960910803,0,1,0,0,0,0,1,0,1
96,515943,28377.0791451822,9.020754412955,0.213204773106073,675,584.239643993644,26.560184892714602,0.13092484458318598,0,1,0,0,0,1,0,1,0
97,51070,4474.71255334903,4.0,0.3656713447608929,527,790.792005294149,23.367198324605397,0.6819245464428629,0,1,0,0,0,0,1,0,1
98,725240,59641.70165449179,10.0,0.0625743214660724,619,565.0300282046679,25.047392002902,0.0133950429669617,0,1,0,0,0,0,1,0,1
99,806455,22664.3661450752,8.0,0.323758784782968,628,769.378649308394,25.1525045449752,0.23405819899447103,0,1,0,0,0,0,1,0,1
100,880556,37449.9407793996,3.0,0.19562082284463,632,711.723537561742,24.500203377388,0.591755396317167,0,1,0,0,0,0,1,1,0
101,7307,4124.07395727644,6.0,0.340423096199653,667,524.582227816423,26.8232776336469,0.42630990022375503,0,1,0,0,0,0,1,1,0
102,621262,39796.2585147684,9.0,0.19554902898207602,534,499.082029507369,22.1103985699945,0.0385930735675275,0,1,0,0,0,0,1,0,1
103,520893,829.5408584984109,9.0,0.0473836794817748,550,569.399005264061,24.099546593045396,0.250971620944969,0,1,0,0,0,0,1,0,1
104,589284,32031.1889856324,13.0195091833805,0.15281469280699803,677,834.050041821298,27.0050950041358,0.0228118819668807,0,1,0,0,0,1,0,1,0
105,349572,117197.199385753,6.0,0.279917147034092,515,727.453660524585,23.637750230941602,0.2990221169231189,0,1,0,0,0,0,1,1,0
106,715962,1633.9588477099699,14.0151823445223,0.376161328349519,644,598.796563243091,24.457688088807696,0.688157244535785,0,1,0,0,0,1,0,1,0
107,787555,28131.603190177,8.0,0.13479719666557902,557,470.59657493044404,24.516038240948802,0.44184030731750706,0,1,0,0,0,0,1,0,1
108,132488,43039.8001540868,17.327706127492,0.556271356955196,677,790.0344898618089,26.512717737891503,0.0155276209626245,0,1,0,0,0,1,0,1,0
109,632627,3161.08121053789,7.0,0.670508249187207,579,763.4332971362289,23.4681467250972,0.280621358290768,0,1,0,0,0,0,1,0,1
110,624451,3917.6463218600798,11.0,0.30412568551681,581,565.699422915961,24.351681884798797,0.5614309937019251,0,1,0,0,0,0,1,0,1
111,953785,22268.2811089969,27.127397276100698,0.0421097157411096,651,754.609746182599,24.525681007722202,0.45633393114881204,0,1,0,0,0,1,0,0,1
112,870758,13365.101183923898,6.0,0.28236384330821196,577,599.377150349363,23.0756625081814,0.23291003097774104,0,1,0,0,0,0,1,0,1
113,240324,88705.67116890631,24.662531642283398,0.450808934774837,589,625.9361778868071,25.2455064916802,0.8952036797677191,1,1,0,0,0,1,0,1,0
114,779206,28267.803547245,5.0,0.738799678591917,584,501.15437485656304,23.183884221636895,0.0780445846799914,0,1,0,0,0,0,1,0,1
115,313724,34349.3862456404,12.0,0.20067541968364605,569,619.557458434347,24.394380563425496,0.400188494060945,0,1,0,0,0,0,1,1,0
116,710141,8802.48042674796,27.6024555730915,0.171180154954002,503,565.9965010963481,22.7104084977842,0.9942322799102479,0,1,0,0,0,1,0,0,1
117,895028,38808.6935946983,7.0,0.19475729927762603,638,683.7494863596489,26.090360471195,0.625157729377053,0,1,0,0,0,0,1,0,1
118,783882,91594.33578770369,22.702702687414497,0.0699166093729146,697,537.027775992512,26.5242561510957,0.0123762889106047,0,1,0,0,0,1,0,1,0
119,940786,82548.4598834761,10.0,0.23615439271523003,585,725.046185326035,24.994017713677696,0.0210845170171867,0,1,0,0,0,0,1,1,0
120,592541,62717.631498264,22.0670621088168,0.6311787872229889,575,493.744632412313,23.226493058284102,0.6187683838451711,1,1,0,0,0,1,0,0,1
121,870805,39107.8526522796,8.0,0.0424208292490078,585,548.626982548123,23.2233829000949,0.47580846226610796,0,1,0,0,0,0,1,1,0
122,189918,24738.6733202115,8.36304817410171,0.327618749718224,673,870.745589722216,25.897660389033298,0.6199352518805661,0,1,0,0,0,1,0,1,0
123,651551,52217.99363418441,12.2418782678552,0.0807227003738461,664,493.542658029103,25.0319194235756,0.384834137463896,0,1,0,0,0,1,0,0,1
124,136343,23153.412241179703,14.4154087184201,0.0555143698957494,695,628.593799283478,27.3571257287438,0.43876558166128704,0,1,0,0,0,1,0,1,0
125,210457,48693.6936163861,33.3238529829339,0.622236618418028,693,679.375782440724,27.3237097103062,0.231699953641337,1,1,0,0,0,1,0,0,1
126,93961,63580.2407106334,14.4414951469246,0.206130242183619,523,652.871139165851,21.8704965414966,0.795058868985227,0,1,0,0,0,1,0,0,1
127,86245,27213.8205058461,7.0,0.241890224846666,621,799.8145353280361,24.288769469324603,0.713130537074378,0,1,0,0,0,0,1,0,1
128,343292,4487.65284843303,23.3312626697255,0.537601920511734,581,496.319233776594,23.184127567818898,0.18744728210438397,0,1,0,0,0,1,0,1,0
129,876627,23509.984131447203,11.0,0.0437926163187446,683,620.6283850159559,26.780270962832798,0.47727397059059,0,1,0,0,0,0,1,1,0
130,152528,17824.2022581878,22.3472761749612,0.12041257555933,534,652.724547944258,22.1113128987224,0.592945866313442,0,1,0,0,0,1,0,0,1
131,848222,528.5817628421061,7.0,0.741834812763028,579,656.010744891047,23.11606976987,0.004669538364041811,0,1,0,0,0,0,1,0,1
132,747186,15268.033145136398,4.0,0.31997204416218394,573,564.020383374895,23.9819671625667,0.00899124463007997,0,1,0,0,0,0,1,0,1
133,618684,29786.6952299564,5.0,0.30100867242861495,603,743.4456619919561,24.501944819666,0.291786293629146,0,1,0,0,0,0,1,0,1
134,975510,33509.89199287,6.0,0.0971229793688199,544,737.307047764678,23.9667478288522,0.178329217571707,0,1,0,0,0,0,1,0,1
135,321233,18129.6578211936,12.0,0.643198693039137,503,606.343107300207,21.560906522203396,0.20557606752758897,0,1,0,0,0,0,1,0,1
136,232566,31501.996680568598,0.0,0.0848906248425159,502,601.225766569186,21.4109481836998,0.12182972035092501,0,1,0,0,0,0,1,0,1
137,467204,29538.9225326412,2.0,0.16057445688761599,688,749.4990139365109,25.5148383384159,0.341521963914947,0,1,0,0,0,0,1,1,0
138,611926,60066.0732807225,17.0901298085372,0.101930571277055,506,484.47254452053903,22.7755896559866,0.31639568160918,0,1,0,0,0,1,0,1,0
139,797959,7801.204566651659,14.3372586261588,0.39698914998964296,522,604.371100406,21.8859556308135,0.227838051586941,0,1,0,0,0,1,0,1,0
140,64767,57918.44645529691,3.0,0.378454636758028,521,559.669452075261,22.355724896523398,0.525090209938912,0,1,0,0,0,0,1,1,0
141,424992,48842.3516169996,20.886718501747502,0.16499391235351402,572,681.61626811648,24.8636680846672,0.46368748319937,0,1,0,0,0,1,0,1,0
142,378744,62270.166414591105,8.0,0.686106529007828,599,607.957763378756,23.722390250713502,0.92993987828101,0,1,0,0,0,0,1,0,1
143,548242,24690.2385128436,10.0,0.247329476245132,650,778.45377885664,26.429195279587898,0.299001259746089,0,1,0,0,0,0,1,1,0
144,501366,45767.754975532,3.0,0.6881330162316729,646,784.483877486196,26.347335649464803,0.327046888562276,0,1,0,0,0,0,1,0,1
145,643002,45954.4903806788,20.726840456725,0.20042682927869196,657,548.8511334064029,24.661716101377102,0.7655507971277641,0,1,0,0,0,1,0,0,1
146,190540,56450.4107701551,2.0,0.7146628917384091,547,606.5687233684511,22.534889740485802,0.412028068583932,0,1,0,0,0,0,1,1,0
147,785376,10185.428371329699,10.0,0.42005397312040704,565,707.714306342372,22.842880099334103,0.580085235940776,0,1,0,0,0,0,1,0,1
148,715707,89189.50321954051,2.0,0.264413337334874,662,765.8412851683651,25.3946020563842,0.751179058554197,0,1,0,0,0,0,1,1,0
149,729404,18525.41966138,8.0,0.0495435787728805,658,642.127682786482,25.45549223374,0.0629012632831503,0,1,0,0,0,0,1,0,1
150,116004,34729.499488056295,8.0,0.48150270096123204,518,575.74777885985,23.7555137364708,0.622870549829468,0,1,0,0,0,0,1,0,1
151,650049,79944.870312865,10.0,0.3821646344468,694,602.520403575244,25.345408359498,0.362510014805342,0,1,0,0,0,0,1,1,0
152,107228,63814.5806261064,16.076357250388597,0.0618795618222478,517,790.871111673464,23.139798677875902,0.794999392882787,0,1,0,0,0,1,0,0,1
153,161462,53821.0212393435,27.0692000386653,0.7452419271688059,507,623.737034187884,23.4002365373731,0.6089312586173979,1,1,0,0,0,1,0,1,0
154,606524,269.376857710908,12.4411115174831,0.3199730763269831,630,603.2368955598371,24.109938097957603,0.129106088791389,0,1,0,0,0,1,0,1,0
155,216730,28595.0426469292,17.0,0.18841401423447304,587,742.84012506771,24.2482371983706,0.7495491072525121,0,1,0,0,0,0,1,1,0
156,615991,14323.193893138101,29.2215440806952,0.0572900726631654,577,507.266761398505,23.4306824265149,0.149403106164856,0,1,0,0,0,1,0,1,0
157,111565,28814.193797673397,7.0,0.28183344432635604,696,687.7210289583501,26.8575018922198,0.588545521050436,0,1,0,0,0,0,1,1,0
158,135018,76455.4677930418,21.6618854217988,0.596314177120798,694,591.663818566239,26.0556231756025,0.51845816627483,1,1,0,0,0,1,0,0,1
159,467408,52271.163974371506,9.0,0.0994644030946464,683,710.998237601684,25.428699874735397,0.9970535277536109,0,1,0,0,0,0,1,1,0
160,812792,52418.6276609658,18.3407279013537,0.8001772756979559,537,546.261215651654,22.326998815095703,0.14553996408675698,1,1,0,0,0,1,0,1,0
161,786970,49361.3626114911,4.0,0.18543321301566698,605,611.801092976351,24.226114675121103,0.6944428352631099,0,1,0,0,0,0,1,0,1
162,515530,36381.2475766363,8.0,0.686956660779494,655,683.283428809271,26.454973561273498,0.161211704885267,0,1,0,0,0,0,1,1,0
163,430324,65379.4312976488,7.0,0.477884452394185,674,605.69420589457,25.0574174384012,0.555006508601661,0,1,0,0,0,0,1,1,0
164,360799,86444.8012269755,2.0,0.35340230032301395,632,815.6952434094119,24.6502803405087,0.556262099142211,0,1,0,0,0,0,1,1,0
165,194927,44842.8877526538,16.3584412558409,0.345095347801763,678,548.023524703918,25.09761639882,0.0104524108581932,0,1,0,0,0,1,0,0,1
166,915169,138745.797889527,16.436455029111,0.9136354821832259,688,701.4964795099099,25.3000631630737,0.338979359225062,1,1,0,0,0,1,0,0,1
167,211584,29576.504473444704,11.0,0.0765369213322571,636,656.516895166664,24.2944513732125,0.35900258054090606,0,1,0,0,0,0,1,1,0
168,351508,1856.1326723556601,24.486726657972397,0.18831113513684802,584,572.510335804565,25.0508529936025,0.352427737191445,0,1,0,0,0,1,0,1,0
169,82012,12188.407670326398,6.0,0.190040644344573,674,764.1837583464251,25.4434972542273,0.0953239162005965,0,1,0,0,0,0,1,1,0
170,834031,2972.12125106709,4.0,0.7631767304203371,645,766.0188165484151,25.082962246255104,0.00828703078952813,0,1,0,0,0,0,1,0,1
171,360985,2561.55515761286,21.807492729776502,0.43228139852895797,528,712.6551487739931,22.430275470107798,0.508243586792795,0,1,0,0,0,1,0,0,1
172,628271,33841.3398962838,15.4181095184706,0.29962361047009994,587,772.288775242263,24.662153108256998,0.16493932395942598,0,1,0,0,0,1,0,1,0
173,686040,61756.5720866948,9.77026992855744,0.0939825348849946,687,668.5351198774749,26.500010293611698,0.37721029713532,0,1,0,0,0,1,0,0,1
174,973681,62337.3163768032,14.7202948064427,0.246604748034645,621,775.446339597912,25.662139074956002,0.292335965271657,0,1,0,0,0,1,0,0,1
175,780240,13700.4473959877,10.0,0.22461403227946802,542,668.6644328310119,23.5854529328683,0.519122366242349,0,1,0,0,0,0,1,1,0
176,652749,133562.449408354,2.0,0.81625829069056,509,614.365366308828,22.4953119123279,0.22328466179674103,1,1,0,0,0,0,1,1,0
177,576626,20498.7612324509,4.0,0.270499023359509,624,726.1370443723779,25.8585779335208,0.0681795117839659,0,1,0,0,0,0,1,0,1
178,133914,62087.2748558633,11.924143165314698,0.608932765555943,531,648.368021888557,22.2227834473771,0.225389743974745,0,1,0,0,0,1,0,1,0
179,932416,32355.7449796052,17.8214447948878,0.426988431184984,563,588.100186955886,23.871344946366897,0.048038020319108005,0,1,0,0,0,1,0,1,0
180,342541,29378.86036496,20.7672014274472,0.35382365758043605,514,719.867570389906,22.9716346064932,0.789799767898171,0,1,0,0,0,1,0,0,1
181,687303,8096.04060349231,3.0,0.15455490727402402,673,604.30287846977,24.979015240750698,0.17514247295002497,0,1,0,0,0,0,1,1,0
182,530126,5479.5843485204205,16.200604494883002,0.114435815545696,636,552.153161163894,24.2318153868509,0.0771904556538906,0,1,0,0,0,1,0,0,1
183,901359,28215.4168401746,10.0,0.0320015267939569,522,566.7396103420909,23.2160354592295,0.6122170096133771,0,1,0,0,0,0,1,1,0
184,231822,23274.073833807797,2.0,0.223054326634584,631,671.09610988502,25.690403748485302,0.0458645875648983,0,1,0,0,0,0,1,0,1
185,399650,53657.94289290941,8.0,0.20229276388355602,614,696.126957991372,24.268916541675896,0.062489014592544995,0,1,0,0,0,0,1,1,0
186,265641,70449.3810851606,26.302763795054602,0.645454398261551,676,598.275786571737,25.107335587537197,0.155799787616597,1,1,0,0,0,1,0,0,1
187,164877,41172.4789213976,7.0,0.0985597765409924,684,412.585407692292,26.4729425630199,0.42974268824798706,0,1,0,0,0,0,1,1,0
188,997924,116450.68996100301,0.0,0.280131583850175,528,530.239100050724,23.7954923164099,0.13061353734221698,0,1,0,0,0,0,1,0,1
189,456043,61808.96221616401,16.4671129752022,0.0985697256584854,625,556.199879862201,24.2077645909029,0.10536652076931698,0,1,0,0,0,1,0,0,1
190,354313,55699.7547293114,8.0,0.286550328841095,574,601.779668153702,22.958919726247697,0.665155351115616,0,1,0,0,0,0,1,0,1
191,661705,24579.4883418834,14.8987441103949,0.288586327216802,639,510.608843172517,25.058373682181102,0.45539611204578795,0,1,0,0,0,1,0,1,0
192,877715,36052.5082281211,18.355802817740198,0.346181089248651,655,778.61745403521,26.5341272296391,0.46502718780658603,0,1,0,0,0,1,0,0,1
